Horário Início;;INT1;INTE2;INTE3;INTE4;;Programa;;Episódio;;Temporada;;N. Episódio;;INT1;INTE2;INTE3;INTE4;;Total_Domicilio;;INT1;INTE2;INTE3;INTE4;;Total_Individuos;
27/05/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Saltwater;;Pescaria de miraguaias no Guarujá;;2;;1;;00:01:53;00:02:00;;;;00:03:53;;00:01:41;00:02:00;;;;00:03:41;
27/05/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;;;;Provas e Torneios;;18º Festival e 6º Torneio Pacu de Seringa;;5;;27;;00:02:00;00:01:00;;;;00:03:00;;00:02:00;00:01:00;;;;00:03:00;
27/05/2018  19:00:00 ;;19:00:00 - 19:15:00;19:15:00 - 19:30:00;;;;Coração de Pescador;;Os gigantes tambaquis do Teles Pires;;4;;24;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
27/05/2018  19:30:00 ;;19:30:00 - 19:45:00;19:45:00 - 20:00:00;;;;Aquarismo;;Visitando a Mydor;;5;;1;;00:00:00;00:03:00;;;;00:03:00;;00:00:00;00:03:00;;;;00:03:00;
27/05/2018  20:00:00 ;;20:00:00 - 20:15:00;20:15:00 - 20:30:00;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 2º parte;;1;;16;;00:08:18;00:15:00;00:08:00;00:00:00;;00:31:18;;00:10:34;00:15:00;00:08:00;00:00:00;;00:33:34;
27/05/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;21:30:00 - 21:45:00;21:45:00 - 22:00:00;;Pesque e Pague;;Peixes briguentos do Pesqueiro Três Lagoas;;6;;10;;00:03:49;00:01:00;00:04:00;00:00:00;;00:08:49;;00:03:44;00:01:00;00:04:00;00:00:00;;00:08:44;
27/05/2018  22:00:00 ;;22:00:00 - 22:15:00;22:15:00 - 22:30:00;22:30:00 - 22:45:00;22:45:00 - 23:00:00;;Na Pegada do Fly;;Dias dourados nas águas do rio Paraná;;7;;7;;00:02:00;00:10:00;00:01:00;00:00:00;;00:13:00;;00:02:00;00:10:00;00:01:00;00:00:00;;00:13:00;
27/05/2018 23:00:00;;23:00:00 - 23:15:00;23:15:00 - 23:30:00;;;;Fish TV News;;Feira Nacional do Camarão;;5;;7;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
27/05/2018  23:30:00 ;;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;;;Pesca Dinâmica;;Pescaria variada com camarão artificial;;3;;9;;00:01:22;00:01:00;;;;00:02:22;;00:01:36;00:01:00;;;;00:02:36;
28/05/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;;;;Pasión Por La Pesca;;Grandes dourados no Rio Uruguai;;5;;2;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
28/05/2018  00:30:00 ;;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;;;Aqua Negócios;;Larvicultura de camarão marinho;;3;;7;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
28/05/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;;;;Fishing Guide;;Trairões do rio Trombetas;;2;;2;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
28/05/2018  01:30:00 ;;25:30:00 - 25:45:00;25:45:00 - 26:00:00;;;;A Arte do Atado;;Mini streamer;;5;;3;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
28/05/2018  02:00:00 ;;26:00:00 - 26:15:00;26:15:00 - 26:30:00;26:30:00 - 26:45:00;26:45:00 - 27:00:00;;A Meta;;A linha;;2;;5;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
28/05/2018  03:00:00 ;;27:00:00 - 27:15:00;27:15:00 - 27:30:00;;;;Biopesca;;Tucunarés de Presidente Epitácio;;5;;11;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
28/05/2018  03:30:00 ;;27:30:00 - 27:45:00;27:45:00 - 28:00:00;28:00:00 - 28:15:00;28:15:00 - 28:30:00;;Pura Pesca;;Trairões do rio Trombetas;;2;;16;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
28/05/2018  04:30:00 ;;28:30:00 - 28:45:00;28:45:00 - 29:00:00;29:00:00 - 29:15:00;29:15:00 - 29:30:00;;Na Pegada do Fly;;Dias dourados nas águas do rio Paraná;;7;;7;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
28/05/2018  05:30:00 ;;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;;;Elas na Pesca;;Grandes dourados do rio Paraná;;4;;1;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
28/05/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;;;;Ases da Pesca em Ação;;Maicon Bianchi e sua paixão pela pesca de tucunarés;;5;;1;;00:00:00;00:02:00;;;;00:02:00;;00:00:00;00:02:00;;;;00:02:00;
28/05/2018  06:30:00 ;;06:30:00 - 06:45:00;06:45:00 - 07:00:00;;;;Pesca Dinâmica;;Pescaria variada com camarão artificial;;3;;9;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
28/05/2018  07:00:00 ;;07:00:00 - 07:15:00;07:15:00 - 07:30:00;;;;FishTV Teste;;Linha Tectam Premium Plus e vara Tactic;;4;;15;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
28/05/2018  07:30:00 ;;07:30:00 - 07:45:00;07:45:00 - 08:00:00;;;;Pasión Por La Pesca;;Grandes dourados no Rio Uruguai;;5;;2;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
28/05/2018  08:00:00 ;;08:00:00 - 08:15:00;08:15:00 - 08:30:00;08:30:00 - 08:45:00;08:45:00 - 09:00:00;;Pesque e Pague;;Peixes briguentos do Pesqueiro Três Lagoas;;6;;10;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
28/05/2018  09:00:00 ;;09:00:00 - 09:15:00;09:15:00 - 09:30:00;;;;Provas e Torneios;;18º Festival e 6º Torneio Pacu de Seringa;;5;;27;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
28/05/2018  09:30:00 ;;09:30:00 - 09:45:00;09:45:00 - 10:00:00;10:00:00 - 10:15:00;10:15:00 - 10:30:00;;Momento da Pesca;;A desafiadora pesca de marlins-azuis;;7;;9;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
28/05/2018  10:30:00 ;;10:30:00 - 10:45:00;10:45:00 - 11:00:00;;;;Destinos;;Altamira – conheça os encantos da maior cidade do país;;4;;31;;00:00:00;00:01:00;;;;00:01:00;;00:00:00;00:01:00;;;;00:01:00;
28/05/2018  11:00:00 ;;11:00:00 - 11:15:00;11:15:00 - 11:30:00;;;;Elas na Pesca;;Grandes dourados do rio Paraná;;4;;1;;00:04:00;00:03:00;;;;00:07:00;;00:04:00;00:03:00;;;;00:07:00;
28/05/2018  11:30:00 ;;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;;;Sabores;;Picanha ao forno, carnes assadas, pão na chapa e farofa especial;;2;;5;;00:13:00;00:09:14;;;;00:22:14;;00:13:00;00:09:38;;;;00:22:38;
28/05/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Saltwater;;Pescaria de miraguaias no Guarujá;;2;;1;;00:15:00;00:06:27;;;;00:21:27;;00:15:00;00:06:29;;;;00:21:29;
28/05/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;;;;Provas e Torneios;;18º Festival e 6º Torneio Pacu de Seringa;;5;;27;;00:08:32;00:01:33;;;;00:10:05;;00:09:40;00:01:26;;;;00:11:06;
28/05/2018  13:00:00 ;;13:00:00 - 13:15:00;13:15:00 - 13:30:00;;;;Coração de Pescador;;Os gigantes tambaquis do Teles Pires;;4;;24;;00:00:00;00:03:54;;;;00:03:54;;00:00:00;00:03:21;;;;00:03:21;
28/05/2018  13:30:00 ;;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;;;Aquarismo;;Visitando a Mydor;;5;;1;;00:06:29;00:02:00;;;;00:08:29;;00:04:44;00:02:00;;;;00:06:44;
28/05/2018  14:00:00 ;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 2º parte;;1;;16;;00:00:00;00:00:00;00:01:00;00:01:48;;00:02:48;;00:00:00;00:00:00;00:01:00;00:01:50;;00:02:50;
28/05/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;15:30:00 - 15:45:00;15:45:00 - 16:00:00;;Pesque e Pague;;Peixes briguentos do Pesqueiro Três Lagoas;;6;;10;;00:00:00;00:00:00;00:00:00;00:14:00;;00:14:00;;00:00:00;00:00:00;00:00:00;00:14:00;;00:14:00;
28/05/2018  16:00:00 ;;16:00:00 - 16:15:00;16:15:00 - 16:30:00;16:30:00 - 16:45:00;16:45:00 - 17:00:00;;Na Pegada do Fly;;Dias dourados nas águas do rio Paraná;;7;;7;;00:08:52;00:14:00;00:03:00;00:00:00;;00:25:52;;00:08:41;00:14:00;00:03:00;00:00:00;;00:25:41;
28/05/2018  17:00:00 ;;17:00:00 - 17:15:00;17:15:00 - 17:30:00;;;;Fish TV News;;Feira Nacional do Camarão;;5;;7;;00:01:29;00:00:00;;;;00:01:29;;00:01:29;00:00:00;;;;00:01:29;
28/05/2018  17:30:00 ;;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;;;Pesca Dinâmica;;Pescaria variada com camarão artificial;;3;;9;;00:03:00;00:02:26;;;;00:05:26;;00:03:00;00:02:23;;;;00:05:23;
28/05/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Coração de Pescador;;Os grandes açús do rio Negro;;4;;16;;00:02:00;00:01:00;;;;00:03:00;;00:02:00;00:01:00;;;;00:03:00;
28/05/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 1;;5;;2;;00:09:05;00:11:01;;;;00:20:06;;00:08:54;00:11:03;;;;00:19:57;
28/05/2018  19:00:00 ;;19:00:00 - 19:15:00;19:15:00 - 19:30:00;19:30:00 - 19:45:00;19:45:00 - 20:00:00;;Pura Pesca;;Apresentando a piscosidade das águas paraenses;;2;;17;;00:03:35;00:06:00;00:04:39;00:15:00;;00:29:14;;00:03:12;00:06:00;00:04:04;00:15:00;;00:28:16;
28/05/2018  20:00:00 ;;20:00:00 - 20:15:00;20:15:00 - 20:30:00;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;A Meta;;Estratégias;;2;;6;;00:07:17;00:12:55;00:10:00;00:06:28;;00:36:40;;00:06:18;00:11:23;00:10:00;00:06:23;;00:34:04;
28/05/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;;;;Biopesca;;Tucunarés de Presidente Epitácio;;5;;11;;00:04:46;00:01:38;;;;00:06:24;;00:04:31;00:01:32;;;;00:06:03;
28/05/2018  21:30:00 ;;21:30:00 - 21:45:00;21:45:00 - 22:00:00;;;;Saltwater;;Pesca variada com isca viva;;2;;2;;00:15:00;00:15:00;;;;00:30:00;;00:15:00;00:15:00;;;;00:30:00;
28/05/2018  22:00:00 ;;22:00:00 - 22:15:00;22:15:00 - 22:30:00;22:30:00 - 22:45:00;22:45:00 - 23:00:00;;Momento da Pesca;;Pescaria de tucunarés com iscas de superfície;;7;;10;;00:09:31;00:09:27;00:14:11;00:04:48;;00:37:57;;00:09:44;00:09:56;00:14:06;00:05:20;;00:39:06;
28/05/2018  23:00:00 ;;23:00:00 - 23:15:00;23:15:00 - 23:30:00;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 2º parte;;1;;16;;00:09:13;00:05:12;00:04:15;00:08:58;;00:27:38;;00:09:07;00:05:21;00:04:18;00:09:16;;00:28:02;
29/05/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;;;;Ases da Pesca em Ação;;Maicon Bianchi e sua paixão pela pesca de tucunarés;;5;;1;;00:14:35;00:04:49;;;;00:19:24;;00:14:21;00:05:01;;;;00:19:22;
29/05/2018 00:30:00;;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;;;Pesca Dinâmica;;Pescaria variada com camarão artificial;;3;;9;;00:05:51;00:09:00;;;;00:14:51;;00:06:03;00:09:00;;;;00:15:03;
29/05/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;;;;FishTV Teste;;Linha Tectam Premium Plus e vara Tactic;;4;;15;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
29/05/2018  01:30:00 ;;25:30:00 - 25:45:00;25:45:00 - 26:00:00;;;;Pasión Por La Pesca;;Grandes dourados no Rio Uruguai;;5;;2;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
29/05/2018 02:00:00;;26:00:00 - 26:15:00;26:15:00 - 26:30:00;26:30:00 - 26:45:00;26:45:00 - 27:00:00;;Pesque e Pague;;Peixes briguentos do Pesqueiro Três Lagoas;;6;;10;;00:00:00;00:00:00;00:00:00;00:03:00;;00:03:00;;00:00:00;00:00:00;00:00:00;00:03:00;;00:03:00;
29/05/2018  03:00:00 ;;27:00:00 - 27:15:00;27:15:00 - 27:30:00;;;;Provas e Torneios;;18º Festival e 6º Torneio Pacu de Seringa;;5;;27;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
29/05/2018  03:30:00 ;;27:30:00 - 27:45:00;27:45:00 - 28:00:00;28:00:00 - 28:15:00;28:15:00 - 28:30:00;;A Meta;;Estratégias;;2;;6;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
29/05/2018  04:30:00 ;;28:30:00 - 28:45:00;28:45:00 - 29:00:00;;;;Destinos;;Altamira – conheça os encantos da maior cidade do país;;4;;31;;00:00:00;00:01:00;;;;00:01:00;;00:00:00;00:01:00;;;;00:01:00;
29/05/2018  05:00:00 ;;29:00:00 - 29:15:00;29:15:00 - 29:30:00;;;;Elas na Pesca;;Grandes dourados do rio Paraná;;4;;1;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
29/05/2018  05:30:00 ;;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;;;Sabores;;Picanha ao forno, carnes assadas, pão na chapa e farofa especial;;2;;5;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
29/05/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;;;;Fishing Guide;;Trairões do rio Trombetas;;2;;2;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
29/05/2018  06:30:00 ;;06:30:00 - 06:45:00;06:45:00 - 07:00:00;;;;Fish TV News;;Feira Nacional do Camarão;;5;;7;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
29/05/2018  07:00:00 ;;07:00:00 - 07:15:00;07:15:00 - 07:30:00;07:30:00 - 07:45:00;07:45:00 - 08:00:00;;Pura Pesca;;Apresentando a piscosidade das águas paraenses;;2;;17;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
29/05/2018  08:00:00 ;;08:00:00 - 08:15:00;08:15:00 - 08:30:00;;;;Aqua Negócios;;Larvicultura de camarão marinho;;3;;7;;00:03:34;00:01:00;;;;00:04:34;;00:03:39;00:01:00;;;;00:04:39;
29/05/2018  08:30:00 ;;08:30:00 - 08:45:00;08:45:00 - 09:00:00;09:00:00 - 09:15:00;09:15:00 - 09:30:00;;Na Pegada do Fly;;Dias dourados nas águas do rio Paraná;;7;;7;;00:00:00;00:00:00;00:00:00;00:01:00;;00:01:00;;00:00:00;00:00:00;00:00:00;00:01:00;;00:01:00;
29/05/2018  09:30:00 ;;09:30:00 - 09:45:00;09:45:00 - 10:00:00;;;;Provas e Torneios;;18º Festival e 6º Torneio Pacu de Seringa;;5;;27;;00:01:00;00:00:00;;;;00:01:00;;00:01:00;00:00:00;;;;00:01:00;
29/05/2018  10:00:00 ;;10:00:00 - 10:15:00;10:15:00 - 10:30:00;10:30:00 - 10:45:00;10:45:00 - 11:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 2º parte;;1;;16;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
29/05/2018  11:00:00 ;;11:00:00 - 11:15:00;11:15:00 - 11:30:00;;;;Sabores;;Picanha ao forno, carnes assadas, pão na chapa e farofa especial;;2;;5;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
29/05/2018  11:30:00 ;;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;;;Biopesca;;Tucunarés de Presidente Epitácio;;5;;11;;00:15:00;00:06:00;;;;00:21:00;;00:15:00;00:06:00;;;;00:21:00;
29/05/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Coração de Pescador;;Os grandes açús do rio Negro;;4;;16;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
29/05/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 1;;5;;2;;00:06:00;00:00:00;;;;00:06:00;;00:06:00;00:00:00;;;;00:06:00;
29/05/2018  13:00:00 ;;13:00:00 - 13:15:00;13:15:00 - 13:30:00;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;Pura Pesca;;Apresentando a piscosidade das águas paraenses;;2;;17;;00:00:00;00:02:00;00:00:00;00:02:27;;00:04:27;;00:00:00;00:02:00;00:00:00;00:02:21;;00:04:21;
29/05/2018  14:00:00 ;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;A Meta;;Estratégias;;2;;6;;00:05:00;00:10:00;00:00:00;00:00:00;;00:15:00;;00:05:00;00:10:00;00:00:00;00:00:00;;00:15:00;
29/05/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;;;;Biopesca;;Tucunarés de Presidente Epitácio;;5;;11;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
29/05/2018  15:30:00 ;;15:30:00 - 15:45:00;15:45:00 - 16:00:00;;;;Saltwater;;Pesca variada com isca viva;;2;;2;;00:00:00;00:01:00;;;;00:01:00;;00:00:00;00:01:00;;;;00:01:00;
29/05/2018  16:00:00 ;;16:00:00 - 16:15:00;16:15:00 - 16:30:00;16:30:00 - 16:45:00;16:45:00 - 17:00:00;;Momento da Pesca;;Pescaria de tucunarés com iscas de superfície;;7;;10;;00:00:00;00:11:00;00:09:53;00:04:38;;00:25:31;;00:00:00;00:11:00;00:10:50;00:05:25;;00:27:15;
29/05/2018  17:00:00 ;;17:00:00 - 17:15:00;17:15:00 - 17:30:00;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 2º parte;;1;;16;;00:08:27;00:04:26;00:00:00;00:01:00;;00:13:53;;00:07:35;00:04:05;00:00:00;00:01:00;;00:12:40;
29/05/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Aquarismo;;Visitando a Mydor;;5;;1;;00:01:37;00:01:00;;;;00:02:37;;00:01:34;00:01:00;;;;00:02:34;
29/05/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;;;;Ases da Pesca em Ação;;A eficiência das iscas de hélice;;5;;2;;00:00:00;00:02:37;;;;00:02:37;;00:00:00;00:02:39;;;;00:02:39;
29/05/2018  19:00:00 ;;19:00:00 - 19:15:00;19:15:00 - 19:30:00;;;;Saltwater;;Pesca variada com isca viva;;2;;2;;00:04:27;00:01:00;;;;00:05:27;;00:04:36;00:01:00;;;;00:05:36;
29/05/2018  19:30:00 ;;19:30:00 - 19:45:00;19:45:00 - 20:00:00;;;;Destinos;;Altamira – conheça os encantos da maior cidade do país;;4;;31;;00:06:00;00:01:50;;;;00:07:50;;00:06:00;00:01:34;;;;00:07:34;
29/05/2018  20:00:00 ;;20:00:00 - 20:15:00;20:15:00 - 20:30:00;;;;Elas na Pesca;;Grandes dourados do rio Paraná;;4;;1;;00:01:42;00:02:40;;;;00:04:22;;00:01:42;00:02:42;;;;00:04:24;
29/05/2018  20:30:00 ;;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;;;A Arte do Atado;;Streamer Iriko para pescaria de robalo;;5;;4;;00:05:00;00:04:08;;;;00:09:08;;00:05:00;00:04:02;;;;00:09:02;
29/05/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;21:30:00 - 21:45:00;21:45:00 - 22:00:00;;Na Pegada do Fly;;Trairões do rio Juruena no fly;;7;;8;;00:03:02;00:04:00;00:06:55;00:05:04;;00:19:01;;00:02:13;00:04:00;00:07:02;00:05:14;;00:18:29;
29/05/2018  22:00:00 ;;22:00:00 - 22:15:00;22:15:00 - 22:30:00;22:30:00 - 22:45:00;22:45:00 - 23:00:00;;Pesque e Pague;;Peixes briguentos do Pesqueiro Três Lagoas;;6;;10;;00:05:09;00:05:53;00:08:20;00:06:09;;00:25:31;;00:05:18;00:05:21;00:07:46;00:06:06;;00:24:31;
29/05/2018  23:00:00 ;;23:00:00 - 23:15:00;23:15:00 - 23:30:00;;;;Coração de Pescador;;Os gigantes tambaquis do Teles Pires;;4;;24;;00:09:13;00:05:12;;;;00:14:25;;00:09:07;00:05:21;;;;00:14:28;
29/05/2018  23:30:00 ;;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;;;Aquarismo;;Aquarismo ruma à região norte do Brasil;;4;;19;;00:04:15;00:08:58;;;;00:13:13;;00:04:18;00:09:16;;;;00:13:34;
30/05/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;;;;Fishing Guide;;Trairões do rio Trombetas;;2;;2;;00:08:00;00:00:00;;;;00:08:00;;00:08:00;00:00:00;;;;00:08:00;
30/05/2018  00:30:00 ;;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;;;Fish TV News;;Feira Nacional do Camarão;;5;;7;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
30/05/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;25:30:00 - 25:45:00;25:45:00 - 26:00:00;;Pura Pesca;;Apresentando a piscosidade das águas paraenses;;2;;17;;00:00:00;00:01:00;00:00:00;00:02:00;;00:03:00;;00:00:00;00:01:00;00:00:00;00:02:00;;00:03:00;
30/05/2018  02:00:00 ;;26:00:00 - 26:15:00;26:15:00 - 26:30:00;;;;Aqua Negócios;;Larvicultura de camarão marinho;;3;;7;;00:00:00;00:01:00;;;;00:01:00;;00:00:00;00:01:00;;;;00:01:00;
30/05/2018  02:30:00 ;;26:30:00 - 26:45:00;26:45:00 - 27:00:00;27:00:00 - 27:15:00;27:15:00 - 27:30:00;;Na Pegada do Fly;;Dias dourados nas águas do rio Paraná;;7;;7;;00:00:00;00:00:00;00:01:43;00:01:00;;00:02:43;;00:00:00;00:00:00;00:01:36;00:01:00;;00:02:36;
30/05/2018  03:30:00 ;;27:30:00 - 27:45:00;27:45:00 - 28:00:00;;;;Provas e Torneios;;18º Festival e 6º Torneio Pacu de Seringa;;5;;27;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
30/05/2018  04:00:00 ;;28:00:00 - 28:15:00;28:15:00 - 28:30:00;28:30:00 - 28:45:00;28:45:00 - 29:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 2º parte;;1;;16;;00:00:00;00:00:00;00:00:00;00:01:00;;00:01:00;;00:00:00;00:00:00;00:00:00;00:01:00;;00:01:00;
30/05/2018  05:00:00 ;;29:00:00 - 29:15:00;29:15:00 - 29:30:00;;;;Sabores;;Picanha ao forno, carnes assadas, pão na chapa e farofa especial;;2;;5;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
30/05/2018  05:30:00 ;;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;;;Biopesca;;Tucunarés de Presidente Epitácio;;5;;11;;00:00:00;00:03:00;;;;00:03:00;;00:00:00;00:03:00;;;;00:03:00;
30/05/2018 06:00:00;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;06:30:00 - 06:45:00;06:45:00 - 07:00:00;;A Meta;;Estratégias;;2;;6;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
30/05/2018  07:00:00 ;;07:00:00 - 07:15:00;07:15:00 - 07:30:00;07:30:00 - 07:45:00;07:45:00 - 08:00:00;;Momento da Pesca;;Pescaria de tucunarés com iscas de superfície;;7;;10;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
30/05/2018  08:00:00 ;;08:00:00 - 08:15:00;08:15:00 - 08:30:00;;;;FishTV Teste;;Linha PRO TSURI e vara PRO TSURI SENSEI;;4;;17;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
30/05/2018  08:30:00 ;;08:30:00 - 08:45:00;08:45:00 - 09:00:00;09:00:00 - 09:15:00;09:15:00 - 09:30:00;;Pura Pesca;;Apresentando a piscosidade das águas paraenses;;2;;17;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
30/05/2018  09:30:00 ;;09:30:00 - 09:45:00;09:45:00 - 10:00:00;10:00:00 - 10:15:00;10:15:00 - 10:30:00;;Pesque e Pague;;Peixes briguentos do Pesqueiro Três Lagoas;;6;;10;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
30/05/2018  10:30:00 ;;10:30:00 - 10:45:00;10:45:00 - 11:00:00;;;;Biopesca;;Tucunarés de Presidente Epitácio;;5;;11;;00:00:00;00:01:00;;;;00:01:00;;00:00:00;00:01:00;;;;00:01:00;
30/05/2018  11:00:00 ;;11:00:00 - 11:15:00;11:15:00 - 11:30:00;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;A Meta;;Estratégias;;2;;6;;00:03:31;00:00:00;00:00:00;00:05:00;;00:08:31;;00:03:30;00:00:00;00:00:00;00:05:00;;00:08:30;
