Horário Início;;INT1;INTE2;INTE3;INTE4;;Programa;;Episódio;;Temporada;;N. Episódio;;INT1;INTE2;INTE3;INTE4;;Total_Domicilio;;INT1;INTE2;INTE3;INTE4;;Total_Individuos;
06/06/2018  14:30:00 ;;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;;;A Arte do Atado;;Besouro patagônico;;5;;5;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
06/06/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;15:30:00 - 15:45:00;15:45:00 - 16:00:00;;Na Pegada do Fly;;Uma caçada as grandes traíras argentinas;;7;;9;;00:04:00;00:01:00;00:02:18;00:15:00;;00:22:18;;00:04:00;00:01:00;00:01:49;00:15:00;;00:21:49;
06/06/2018  16:00:00 ;;16:00:00 - 16:15:00;16:15:00 - 16:30:00;16:30:00 - 16:45:00;16:45:00 - 17:00:00;;Campeonato Brasileiro em Pesqueiros;;A grande final – 1º parte;;1;;17;;00:09:47;00:09:38;00:10:35;00:15:00;;00:45:00;;00:11:45;00:12:33;00:08:38;00:15:00;;00:47:56;
06/06/2018  17:00:00 ;;17:00:00 - 17:15:00;17:15:00 - 17:30:00;;;;Coração de Pescador;;Bargadas e Cacharas no rio Araguaia, em Goiás;;4;;22;;00:03:17;00:02:00;;;;00:05:17;;00:02:40;00:02:00;;;;00:04:40;
06/06/2018  17:30:00 ;;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;;;Aquarismo;;Visitando a Mydor;;5;;1;;00:03:00;00:03:00;;;;00:06:00;;00:03:00;00:03:00;;;;00:06:00;
06/06/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Pesca Dinâmica;;Pescaria interestadual de traíras;;3;;11;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
06/06/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;;;;Pasión Por La Pesca;;Pesca de traíras com fly em Corrientes;;5;;4;;00:01:00;00:02:00;;;;00:03:00;;00:01:00;00:02:00;;;;00:03:00;
06/06/2018  19:00:00 ;;19:00:00 - 19:15:00;19:15:00 - 19:30:00;;;;Coração de Pescador;;Tucunarés-azuis no Lago do Peixe Angical;;4;;18;;00:03:00;00:02:43;;;;00:05:43;;00:03:00;00:02:45;;;;00:05:45;
06/06/2018  19:30:00 ;;19:30:00 - 19:45:00;19:45:00 - 20:00:00;;;;Provas e Torneios;;1ª Gincana Pesca e Solte Country Mar de Feliz Deserto;;5;;29;;00:00:00;00:05:45;;;;00:05:45;;00:00:00;00:05:51;;;;00:05:51;
06/06/2018  20:00:00 ;;20:00:00 - 20:15:00;20:15:00 - 20:30:00;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;Campeonato Brasileiro em Pesqueiros;;A grande final – 1º parte;;1;;17;;00:05:13;00:07:12;00:06:34;00:11:13;;00:30:12;;00:05:18;00:07:07;00:05:20;00:10:54;;00:28:39;
06/06/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 2;;5;;4;;00:08:33;00:07:27;;;;00:16:00;;00:08:17;00:09:09;;;;00:17:26;
06/06/2018  21:30:00 ;;21:30:00 - 21:45:00;21:45:00 - 22:00:00;22:00:00 - 22:15:00;22:15:00 - 22:30:00;;Pesque e Pague;;Variados peixes do Pesqueiro do Italiano;;6;;11;;00:07:00;00:07:39;00:09:22;00:01:00;;00:25:01;;00:07:12;00:09:47;00:10:51;00:01:00;;00:28:50;
06/06/2018  22:30:00 ;;22:30:00 - 22:45:00;22:45:00 - 23:00:00;;;;Pesca Dinâmica;;Pescaria noturna de piaus e de tucunarés com iscas artificiais;;3;;10;;00:01:00;00:03:00;;;;00:04:00;;00:01:00;00:03:00;;;;00:04:00;
06/06/2018  23:00:00 ;;23:00:00 - 23:15:00;23:15:00 - 23:30:00;;;;Saltwater;;Pescaria de robalos com jig head;;2;;3;;00:03:00;00:01:00;;;;00:04:00;;00:03:00;00:01:00;;;;00:04:00;
06/06/2018  23:30:00 ;;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;;;Destinos;;Joice Tur e o Kayamã 5 estrelas;;4;;32;;00:01:00;00:04:00;;;;00:05:00;;00:01:00;00:04:00;;;;00:05:00;
07/06/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;Pesque e Pague;;Variados peixes do Pesqueiro do Italiano;;6;;11;;00:02:00;00:00:00;00:00:00;00:00:00;;00:02:00;;00:02:00;00:00:00;00:00:00;00:00:00;;00:02:00;
07/06/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;;;;Biopesca;;Pescaria variada com isca artificial;;5;;12;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
07/06/2018  01:30:00 ;;25:30:00 - 25:45:00;25:45:00 - 26:00:00;;;;Aqua Negócios;;Sistema AquaScience da Camanor;;3;;8;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
07/06/2018 02:00:00;;26:00:00 - 26:15:00;26:15:00 - 26:30:00;26:30:00 - 26:45:00;26:45:00 - 27:00:00;;Pura Pesca;;Uma variada pescaria em Paraty;;2;;18;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
07/06/2018  03:00:00 ;;27:00:00 - 27:15:00;27:15:00 - 27:30:00;;;;Pasión Por La Pesca;;Dourados e surubins em Corrientes;;5;;3;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
07/06/2018  03:30:00 ;;27:30:00 - 27:45:00;27:45:00 - 28:00:00;;;;FishTV Teste;;Linha PRO TSURI e vara PRO TSURI SENSEI;;4;;17;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
07/06/2018  04:00:00 ;;28:00:00 - 28:15:00;28:15:00 - 28:30:00;28:30:00 - 28:45:00;28:45:00 - 29:00:00;;Na Pegada do Fly;;Uma caçada as grandes traíras argentinas;;7;;9;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
07/06/2018  05:00:00 ;;29:00:00 - 29:15:00;29:15:00 - 29:30:00;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;A Meta;;Persistência;;2;;7;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
07/06/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;;;;A Arte do Atado;;Besouro patagônico;;5;;5;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
07/06/2018  06:30:00 ;;06:30:00 - 06:45:00;06:45:00 - 07:00:00;;;;Fishing Guide;;Pescaria de tucunarés no rio Itapará;;2;;3;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
07/06/2018  07:00:00 ;;07:00:00 - 07:15:00;07:15:00 - 07:30:00;;;;Aqua Negócios;;Sistema AquaScience da Camanor;;3;;8;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
07/06/2018  07:30:00 ;;07:30:00 - 07:45:00;07:45:00 - 08:00:00;08:00:00 - 08:15:00;08:15:00 - 08:30:00;;Momento da Pesca;;Grandes dourados do rio Paraná;;7;;11;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
07/06/2018  08:30:00 ;;08:30:00 - 08:45:00;08:45:00 - 09:00:00;;;;Pasión Por La Pesca;;As fortes piaparas e piraputangas das águas argentinas;;4;;14;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
07/06/2018  09:00:00 ;;09:00:00 - 09:15:00;09:15:00 - 09:30:00;;;;Ases da Pesca em Ação;;Aumentando a produtividade com iscas de meia-água;;5;;3;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
07/06/2018  09:30:00 ;;09:30:00 - 09:45:00;09:45:00 - 10:00:00;;;;Aquarismo;;Conhecendo lojas de aquarismo em Miami;;5;;2;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
07/06/2018  10:00:00 ;;10:00:00 - 10:15:00;10:15:00 - 10:30:00;;;;Biopesca;;Pescaria variada com isca artificial;;5;;12;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
07/06/2018  10:30:00 ;;10:30:00 - 10:45:00;10:45:00 - 11:00:00;;;;Provas e Torneios;;1ª Gincana Pesca e Solte Country Mar de Feliz Deserto;;5;;29;;00:02:00;00:00:00;;;;00:02:00;;00:02:00;00:00:00;;;;00:02:00;
07/06/2018  11:00:00 ;;11:00:00 - 11:15:00;11:15:00 - 11:30:00;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;Na Pegada do Fly;;Uma caçada as grandes traíras argentinas;;7;;9;;00:00:00;00:03:00;00:02:00;00:00:00;;00:05:00;;00:00:00;00:03:00;00:02:00;00:00:00;;00:05:00;
07/06/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Pesca Dinâmica;;Pescaria interestadual de traíras;;3;;11;;00:01:00;00:00:00;;;;00:01:00;;00:01:00;00:00:00;;;;00:01:00;
07/06/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;;;;Pasión Por La Pesca;;Pesca de traíras com fly em Corrientes;;5;;4;;00:01:00;00:00:00;;;;00:01:00;;00:01:00;00:00:00;;;;00:01:00;
07/06/2018  13:00:00 ;;13:00:00 - 13:15:00;13:15:00 - 13:30:00;;;;Coração de Pescador;;Tucunarés-azuis no Lago do Peixe Angical;;4;;18;;00:00:00;00:03:00;;;;00:03:00;;00:00:00;00:03:00;;;;00:03:00;
07/06/2018  13:30:00 ;;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;;;Provas e Torneios;;1ª Gincana Pesca e Solte Country Mar de Feliz Deserto;;5;;29;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
07/06/2018  14:00:00 ;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;Campeonato Brasileiro em Pesqueiros;;A grande final – 1º parte;;1;;17;;00:00:00;00:13:00;00:08:05;00:05:23;;00:26:28;;00:00:00;00:13:00;00:08:16;00:04:06;;00:25:22;
07/06/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 2;;5;;4;;00:15:00;00:10:36;;;;00:25:36;;00:15:00;00:11:32;;;;00:26:32;
07/06/2018  15:30:00 ;;15:30:00 - 15:45:00;15:45:00 - 16:00:00;16:00:00 - 16:15:00;16:15:00 - 16:30:00;;Pesque e Pague;;Variados peixes do Pesqueiro do Italiano;;6;;11;;00:09:19;00:07:51;00:15:00;00:10:34;;00:42:44;;00:09:07;00:08:31;00:15:00;00:10:38;;00:43:16;
07/06/2018  16:30:00 ;;16:30:00 - 16:45:00;16:45:00 - 17:00:00;;;;Pesca Dinâmica;;Pescaria noturna de piaus e de tucunarés com iscas artificiais;;3;;10;;00:07:48;00:08:37;;;;00:16:25;;00:07:54;00:08:55;;;;00:16:49;
07/06/2018  17:00:00 ;;17:00:00 - 17:15:00;17:15:00 - 17:30:00;;;;Saltwater;;Pescaria de robalos com jig head;;2;;3;;00:00:00;00:01:00;;;;00:01:00;;00:00:00;00:01:00;;;;00:01:00;
07/06/2018  17:30:00 ;;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;;;Destinos;;Joice Tur e o Kayamã 5 estrelas;;4;;32;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
07/06/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Coração de Pescador;;Tucunarés-azuis no Lago do Peixe Angical;;4;;18;;00:04:07;00:03:00;;;;00:07:07;;00:02:49;00:02:21;;;;00:05:10;
07/06/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;19:00:00 - 19:15:00;19:15:00 - 19:30:00;;Campeonato Brasileiro em Pesqueiros;;A grande final – 1º parte;;1;;17;;00:01:00;00:04:36;00:04:17;00:03:01;;00:12:54;;00:01:00;00:03:22;00:04:04;00:02:24;;00:10:50;
07/06/2018  19:30:00 ;;19:30:00 - 19:45:00;19:45:00 - 20:00:00;;;;Fish TV News;;Campeonato Paulista em Pesqueiros – Etapas Parque Maeda 1 e 2;;5;;9;;00:06:18;00:10:12;;;;00:16:30;;00:03:27;00:08:39;;;;00:12:06;
07/06/2018  20:00:00 ;;20:00:00 - 20:15:00;20:15:00 - 20:30:00;;;;Biopesca;;A diversidade de peixes na técnica da batida;;6;;2;;00:08:17;00:07:36;;;;00:15:53;;00:08:17;00:07:14;;;;00:15:31;
07/06/2018  20:30:00 ;;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;;;Saltwater;;Pescaria de robalos com jig head;;2;;3;;00:06:46;00:09:03;;;;00:15:49;;00:07:37;00:09:10;;;;00:16:47;
07/06/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;;;;Sabores;;Costelinha barbecue, moqueca de tilápia, batata na chapa, bolinho de batata;;2;;6;;00:05:33;00:05:29;;;;00:11:02;;00:04:14;00:05:50;;;;00:10:04;
07/06/2018  21:30:00 ;;21:30:00 - 21:45:00;21:45:00 - 22:00:00;;;;Sabores;;Buffalo wings, asinha com wasabi, camarão com coalho e sorvete batido;;2;;7;;00:03:50;00:00:00;;;;00:03:50;;00:03:54;00:00:00;;;;00:03:54;
07/06/2018  22:00:00 ;;22:00:00 - 22:15:00;22:15:00 - 22:30:00;;;;Elas na Pesca;;Pescando robalos no rio Coreaú;;4;;3;;00:00:00;00:01:30;;;;00:01:30;;00:00:00;00:01:59;;;;00:01:59;
07/06/2018  22:30:00 ;;22:30:00 - 22:45:00;22:45:00 - 23:00:00;;;;Destinos;;Conheça Manaus – a cidade palco da pesca esportiva;;4;;33;;00:12:00;00:03:05;;;;00:15:05;;00:12:00;00:02:30;;;;00:14:30;
07/06/2018  23:00:00 ;;23:00:00 - 23:15:00;23:15:00 - 23:30:00;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;Pura Pesca;;Uma variada pescaria em Paraty;;2;;18;;00:02:00;00:09:20;00:05:20;00:07:26;;00:24:06;;00:02:00;00:10:24;00:07:05;00:07:36;;00:27:05;
08/06/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;;;;A Arte do Atado;;Besouro patagônico;;5;;5;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
08/06/2018  00:30:00 ;;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;;;Fishing Guide;;Pescaria de tucunarés no rio Itapará;;2;;3;;00:00:00;00:03:00;;;;00:03:00;;00:00:00;00:03:00;;;;00:03:00;
08/06/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;;;;Aqua Negócios;;Sistema AquaScience da Camanor;;3;;8;;00:04:00;00:00:00;;;;00:04:00;;00:04:00;00:00:00;;;;00:04:00;
08/06/2018  01:30:00 ;;25:30:00 - 25:45:00;25:45:00 - 26:00:00;26:00:00 - 26:15:00;26:15:00 - 26:30:00;;Momento da Pesca;;Grandes dourados do rio Paraná;;7;;11;;00:00:00;00:04:00;00:02:00;00:00:00;;00:06:00;;00:00:00;00:04:00;00:02:00;00:00:00;;00:06:00;
08/06/2018  02:30:00 ;;26:30:00 - 26:45:00;26:45:00 - 27:00:00;;;;Pasión Por La Pesca;;As fortes piaparas e piraputangas das águas argentinas;;4;;14;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
08/06/2018  03:00:00 ;;27:00:00 - 27:15:00;27:15:00 - 27:30:00;;;;Ases da Pesca em Ação;;Aumentando a produtividade com iscas de meia-água;;5;;3;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
08/06/2018 03:30:00;;27:30:00 - 27:45:00;27:45:00 - 28:00:00;;;;Aquarismo;;Conhecendo lojas de aquarismo em Miami;;5;;2;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
08/06/2018  04:00:00 ;;28:00:00 - 28:15:00;28:15:00 - 28:30:00;;;;Biopesca;;Pescaria variada com isca artificial;;5;;12;;00:00:00;00:05:00;;;;00:05:00;;00:00:00;00:05:00;;;;00:05:00;
08/06/2018  04:30:00 ;;28:30:00 - 28:45:00;28:45:00 - 29:00:00;;;;Provas e Torneios;;1ª Gincana Pesca e Solte Country Mar de Feliz Deserto;;5;;29;;00:05:00;00:00:00;;;;00:05:00;;00:05:00;00:00:00;;;;00:05:00;
08/06/2018  05:00:00 ;;29:00:00 - 29:15:00;29:15:00 - 29:30:00;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;Na Pegada do Fly;;Uma caçada as grandes traíras argentinas;;7;;9;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
08/06/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;;;;Custom Fishing;;Customização de vara com carretilha para pesca de robalo;;1;;2;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
08/06/2018  06:30:00 ;;06:30:00 - 06:45:00;06:45:00 - 07:00:00;;;;Biopesca;;Robalo-flecha no rio Coreaú;;5;;13;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
08/06/2018  07:00:00 ;;07:00:00 - 07:15:00;07:15:00 - 07:30:00;;;;Aquarismo;;Os melhores aquários do Brasil;;2;;17;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
08/06/2018  07:30:00 ;;07:30:00 - 07:45:00;07:45:00 - 08:00:00;08:00:00 - 08:15:00;08:15:00 - 08:30:00;;Pesque e Pague;;Variados peixes do Pesqueiro do Italiano;;6;;11;;00:02:00;00:00:00;00:00:00;00:00:00;;00:02:00;;00:02:00;00:00:00;00:00:00;00:00:00;;00:02:00;
08/06/2018  08:30:00 ;;08:30:00 - 08:45:00;08:45:00 - 09:00:00;09:00:00 - 09:15:00;09:15:00 - 09:30:00;;A Meta;;Persistência;;2;;7;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
08/06/2018  09:30:00 ;;09:30:00 - 09:45:00;09:45:00 - 10:00:00;;;;Pasión Por La Pesca;;Pesca de traíras com fly em Corrientes;;5;;4;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
08/06/2018  10:00:00 ;;10:00:00 - 10:15:00;10:15:00 - 10:30:00;;;;FishTV Teste;;Linha PRO TSURI e vara PRO TSURI SENSEI;;4;;17;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
08/06/2018  10:30:00 ;;10:30:00 - 10:45:00;10:45:00 - 11:00:00;11:00:00 - 11:15:00;11:15:00 - 11:30:00;;Na Pegada do Fly;;Uma caçada as grandes traíras argentinas;;7;;9;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
08/06/2018  11:30:00 ;;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;;;A Arte do Atado;;Besouro patagônico;;5;;5;;00:00:00;00:10:00;;;;00:10:00;;00:00:00;00:10:00;;;;00:10:00;
08/06/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Coração de Pescador;;Tucunarés-azuis no Lago do Peixe Angical;;4;;18;;00:15:00;00:15:00;;;;00:30:00;;00:15:00;00:15:00;;;;00:30:00;
08/06/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;13:00:00 - 13:15:00;13:15:00 - 13:30:00;;Campeonato Brasileiro em Pesqueiros;;A grande final – 1º parte;;1;;17;;00:06:00;00:00:00;00:14:00;00:15:00;;00:35:00;;00:06:00;00:00:00;00:14:00;00:15:00;;00:35:00;
08/06/2018  13:30:00 ;;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;;;Fish TV News;;Campeonato Paulista em Pesqueiros – Etapas Parque Maeda 1 e 2;;5;;9;;00:09:24;00:01:00;;;;00:10:24;;00:09:53;00:01:00;;;;00:10:53;
08/06/2018  14:00:00 ;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;;;;Biopesca;;A diversidade de peixes na técnica da batida;;6;;2;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
08/06/2018  14:30:00 ;;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;;;Saltwater;;Pescaria de robalos com jig head;;2;;3;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
08/06/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;;;;Sabores;;Costelinha barbecue, moqueca de tilápia, batata na chapa, bolinho de batata;;2;;6;;00:03:27;00:02:23;;;;00:05:50;;00:03:55;00:02:21;;;;00:06:16;
08/06/2018  15:30:00 ;;15:30:00 - 15:45:00;15:45:00 - 16:00:00;;;;Sabores;;Buffalo wings, asinha com wasabi, camarão com coalho e sorvete batido;;2;;7;;00:04:11;00:00:00;;;;00:04:11;;00:03:13;00:00:00;;;;00:03:13;
08/06/2018  16:00:00 ;;16:00:00 - 16:15:00;16:15:00 - 16:30:00;;;;Elas na Pesca;;Pescando robalos no rio Coreaú;;4;;3;;00:05:00;00:02:28;;;;00:07:28;;00:05:00;00:03:21;;;;00:08:21;
08/06/2018  16:30:00 ;;16:30:00 - 16:45:00;16:45:00 - 17:00:00;;;;Destinos;;Conheça Manaus – a cidade palco da pesca esportiva;;4;;33;;00:03:00;00:00:00;;;;00:03:00;;00:03:00;00:00:00;;;;00:03:00;
08/06/2018  17:00:00 ;;17:00:00 - 17:15:00;17:15:00 - 17:30:00;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;Pura Pesca;;Uma variada pescaria em Paraty;;2;;18;;00:00:00;00:01:00;00:00:00;00:00:00;;00:01:00;;00:00:00;00:01:00;00:00:00;00:00:00;;00:01:00;
08/06/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Pesca Dinâmica;;Pescaria interestadual de traíras;;3;;11;;00:00:00;00:03:26;;;;00:03:26;;00:00:00;00:03:27;;;;00:03:27;
08/06/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;;;;Coração de Pescador;;Bargadas e Cacharas no rio Araguaia, em Goiás;;4;;22;;00:00:00;00:07:00;;;;00:07:00;;00:00:00;00:07:00;;;;00:07:00;
08/06/2018  19:00:00 ;;19:00:00 - 19:15:00;19:15:00 - 19:30:00;;;;Biopesca;;A diversidade de peixes na técnica da batida;;6;;2;;00:04:00;00:00:00;;;;00:04:00;;00:04:00;00:00:00;;;;00:04:00;
08/06/2018  19:30:00 ;;19:30:00 - 19:45:00;19:45:00 - 20:00:00;;;;Aqua Negócios;;Nutrição Aqua: Desafios, inovações tecnológicas e avanços;;3;;9;;00:09:00;00:15:00;;;;00:24:00;;00:09:00;00:15:00;;;;00:24:00;
08/06/2018  20:00:00 ;;20:00:00 - 20:15:00;20:15:00 - 20:30:00;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;Momento da Pesca;;Grandes dourados do rio Paraná;;7;;11;;00:15:00;00:15:00;00:15:00;00:12:25;;00:57:25;;00:15:00;00:15:00;00:15:00;00:11:01;;00:56:01;
08/06/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;;;;Fishing Guide;;Pescando dourados argentinos no corrico;;2;;4;;00:15:00;00:02:00;;;;00:17:00;;00:15:00;00:02:00;;;;00:17:00;
08/06/2018  21:30:00 ;;21:30:00 - 21:45:00;21:45:00 - 22:00:00;;;;Fish TV News;;Campeonato Paulista em Pesqueiros – Etapas Parque Maeda 1 e 2;;5;;9;;00:00:00;00:05:30;;;;00:05:30;;00:00:00;00:07:38;;;;00:07:38;
08/06/2018  22:00:00 ;;22:00:00 - 22:15:00;22:15:00 - 22:30:00;;;;Saltwater;;Pescaria de robalos com jig head;;2;;3;;00:01:00;00:01:00;;;;00:02:00;;00:01:00;00:01:00;;;;00:02:00;
08/06/2018  22:30:00 ;;22:30:00 - 22:45:00;22:45:00 - 23:00:00;;;;Aquarismo;;Conhecendo lojas de aquarismo em Miami;;5;;2;;00:05:28;00:01:00;;;;00:06:28;;00:05:29;00:01:00;;;;00:06:29;
08/06/2018  23:00:00 ;;23:00:00 - 23:15:00;23:15:00 - 23:30:00;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;Campeonato Brasileiro em Pesqueiros;;A grande final – 1º parte;;1;;17;;00:00:00;00:01:00;00:02:29;00:01:00;;00:04:29;;00:00:00;00:01:00;00:02:27;00:01:00;;00:04:27;
09/06/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;;;;Custom Fishing;;Customização de vara com carretilha para pesca de robalo;;1;;2;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
09/06/2018  00:30:00 ;;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;;;Biopesca;;Robalo-flecha no rio Coreaú;;5;;13;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
09/06/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;;;;Aquarismo;;Os melhores aquários do Brasil;;2;;17;;00:02:00;00:00:00;;;;00:02:00;;00:02:00;00:00:00;;;;00:02:00;
09/06/2018  01:30:00 ;;25:30:00 - 25:45:00;25:45:00 - 26:00:00;26:00:00 - 26:15:00;26:15:00 - 26:30:00;;Pesque e Pague;;Variados peixes do Pesqueiro do Italiano;;6;;11;;00:05:26;00:12:54;00:07:39;00:01:00;;00:26:59;;00:05:14;00:12:39;00:06:47;00:01:00;;00:25:40;
09/06/2018  02:30:00 ;;26:30:00 - 26:45:00;26:45:00 - 27:00:00;27:00:00 - 27:15:00;27:15:00 - 27:30:00;;A Meta;;Persistência;;2;;7;;00:00:00;00:01:00;00:00:00;00:00:00;;00:01:00;;00:00:00;00:01:00;00:00:00;00:00:00;;00:01:00;
09/06/2018  03:30:00 ;;27:30:00 - 27:45:00;27:45:00 - 28:00:00;;;;Pasión Por La Pesca;;Pesca de traíras com fly em Corrientes;;5;;4;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
09/06/2018  04:00:00 ;;28:00:00 - 28:15:00;28:15:00 - 28:30:00;;;;FishTV Teste;;Linha PRO TSURI e vara PRO TSURI SENSEI;;4;;17;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
