Horário Início;;Programa;;Episódio;;Temporada;;N. Episódio;;Cov_INT1;Cov_INTE2;Cov_INTE3;Cov_INTE4;;Cov_Total_Domicilio;;Cov_INT1;Cov_INTE2;Cov_INTE3;Cov_INTE4;;Cov_Total_Individuos;;Rat_INT1;Rat_INTE2;Rat_INTE3;Rat_INTE4;;Rat_Total_Domicilio;;Rat_INT1;Rat_INTE2;Rat_INTE3;Rat_INTE4;;Rat_Total_Individuos;;Ats_INT1;Ats_INTE2;Ats_INTE3;Ats_INTE4;;Ats_Total_Domicilio;;Ats_INT1;Ats_INTE2;Ats_INTE3;Ats_INTE4;;Ats_Total_Individuos;;;Aff_INT1;Aff_INTE2;Aff_INTE3;Aff_INTE4;;Aff_Total_Domicilio;;Aff_INT1;Aff_INTE2;Aff_INTE3;Aff_INTE4;;Aff_Total_Individuos;;Horário Termino
04/06/2018  16:00:00 ;;Na Pegada do Fly;;Trairões do rio Juruena no fly;;7;;8;;0;3,889;3,2;17,76;;24,849;;0;4,019;4,483;17,53;;26,032;;5,959;2,505;0,938;0;;9,402;;11,3;3,662;4,483;17,53;;36,975;;00:08:16;00:01:45;0:01:29;0:00:00;;0:11:30;;0:08:40;0:02:01;0:01:28;0:00:00;;0:12:09;;;0;3,889;3,2;17,76;;24,849;;0;4,019;4,483;17,53;;26,032;;13/03/2018  17:00:00 
04/06/2018  17:00:00 ;;Fish TV News;;Campeonato Mineiro em Pesqueiros – Etapa Uni Pesca;;5;;8;;6,282;7,889;;;;14,171;;7,351;8,945;;;;16,296;;0,892;0;;;;0,892;;1,043;0;;;;1,043;;00:01:41;00:00:00;;;;0:01:41;;0:01:45;0:00:00;;;;0:01:45;;;6,282;7,889;;;;14,171;;7,351;8,945;;;;16,296;;13/03/2018  17:30:00 
04/06/2018  17:30:00 ;;Pesca Dinâmica;;Pescaria noturna de piaus e de tucunarés com iscas artificiais;;3;;10;;0;6,827;;;;6,827;;0;9,799;;;;9,799;;0,285;0,464;;;;0,749;;0,2;1,021;;;;1,221;;00:01:00;00:02:00;;;;0:03:00;;0:01:00;0:02:00;;;;0:03:00;;;0;6,827;;;;6,827;;0;9,799;;;;9,799;;13/03/2018  18:00:00 
04/06/2018  18:00:00 ;;Coração de Pescador;;Reencontro com os tucunarés-açús amazônicos;;4;;17;;3,222;10,1;;;;13,322;;2,809;9,399;;;;12,208;;1,166;0,09;;;;1,256;;1,344;0,194;;;;1,538;;00:03:00;00:01:00;;;;0:04:00;;0:03:00;0:01:00;;;;0:04:00;;;3,222;10,1;;;;13,322;;2,809;9,399;;;;12,208;;13/03/2018  18:30:00 
04/06/2018  18:30:00 ;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 2;;5;;4;;18,57;9,786;;;;28,356;;17,9;9,337;;;;27,237;;0,908;0,262;;;;1,17;;0,623;0,277;;;;0,9;;00:06:00;00:01:00;;;;0:07:00;;0:06:00;0:01:00;;;;0:07:00;;;18,57;9,786;;;;28,356;;17,9;9,337;;;;27,237;;13/03/2018  19:00:00 
04/06/2018  19:00:00 ;;Pura Pesca;;Uma variada pescaria em Paraty;;2;;18;;16,43;0;0;7,414;;23,844;;19,51;0;0;6,951;;26,461;;4,282;2,097;1,524;5,136;;13,039;;4,483;2,215;0;6,951;;13,649;;00:07:00;00:08:00;0:01:38;0:06:44;;0:23:22;;0:07:23;0:08:00;0:01:28;0:04:48;;0:21:39;;;16,43;0;0;7,414;;23,844;;19,51;0;0;6,951;;26,461;;13/03/2018  19:30:00 
04/06/2018 20:00:00;;A Meta;;Persistência;;2;;7;;0;10,7;15,18;0;;25,88;;0;11,95;15,31;0;;27,26;;3,034;7,018;7,456;5,131;;22,639;;5,258;8,43;15,31;0;;28,998;;00:06:29;00:15:00;0:08:14;0:05:24;;0:35:07;;0:05:24;0:15:00;0:07:58;0:05:38;;0:34:00;;;0;10,7;15,18;0;;25,88;;0;11,95;15,31;0;;27,26;;13/03/2018  20:00:00 
04/06/2018  21:00:00 ;;Biopesca;;A ciência dos robalos de Cananéia;;6;;1;;3,308;7,416;;;;10,724;;4,06;7,754;;;;11,814;;0,363;0,402;;;;0,765;;0,554;0,438;;;;0,992;;00:02:00;00:01:00;;;;0:03:00;;0:02:00;0:01:00;;;;0:03:00;;;3,308;7,416;;;;10,724;;4,06;7,754;;;;11,814;;13/03/2018  20:30:00 
04/06/2018  21:30:00 ;;Saltwater;;Pescaria de robalos com jig head;;2;;3;;12,62;4,475;;;;17,095;;19,22;4,669;;;;23,889;;0;3,103;;;;3,103;;0;2,574;;;;2,574;;00:00:00;00:10:00;;;;0:10:00;;0:00:00;0:10:00;;;;0:10:00;;;12,62;4,475;;;;17,095;;19,22;4,669;;;;23,889;;13/03/2018  21:00:00 
04/06/2018  22:00:00 ;;Momento da Pesca;;Grandes dourados do rio Paraná;;7;;11;;3,308;3,308;17,43;10,91;;34,956;;4,06;4,06;26,57;15,96;;50,65;;4,965;7,179;11,66;5,378;;29,182;;4,065;7,459;26,57;15,96;;54,054;;00:07:59;00:05:57;0:09:46;0:08:58;;0:32:40;;0:08:48;0:05:21;0:09:42;0:09:04;;0:32:55;;;3,308;3,308;17,43;10,91;;34,956;;4,06;4,06;26,57;15,96;;50,65;;13/03/2018  22:00:00 
04/06/2018  23:00:00 ;;Campeonato Brasileiro em Pesqueiros;;A grande final – 1º parte;;1;;17;;14,22;7,652;8,209;7,172;;37,253;;12,46;7,377;7,812;8,555;;36,204;;0;0;0,268;0;;0,268;;0;0;7,812;8,555;;16,367;;00:00:00;00:00:00;0:01:00;0:00:00;;0:01:00;;0:00:00;0:00:00;0:01:00;0:00:00;;0:01:00;;;14,22;7,652;8,209;7,172;;37,253;;12,46;7,377;7,812;8,555;;36,204;;13/03/2018  23:00:00 
05/06/2018  00:00:00 ;;Ases da Pesca em Ação;;A eficiência das iscas de hélice;;5;;2;;6,05;0;;;;6,05;;6,622;0;;;;6,622;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;6,05;0;;;;6,05;;6,622;0;;;;6,622;;13/03/2018  23:30:00 
05/06/2018  00:30:00 ;;Pesca Dinâmica;;Pescaria noturna de piaus e de tucunarés com iscas artificiais;;3;;10;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;14/03/2018  00:00:00 
05/06/2018  01:00:00 ;;Destinos;;Joice Tur e o Kayamã 5 estrelas;;4;;32;;0;8,942;;;;8,942;;0;8,37;;;;8,37;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;8,942;;;;8,942;;0;8,37;;;;8,37;;14/03/2018  00:30:00 
05/06/2018  01:30:00 ;;Pasión Por La Pesca;;Dourados e surubins em Corrientes;;5;;3;;0;0;5,011;0;;5,011;;0;0;5,814;0;;5,814;;0;0;0;0;;0;;0;0;5,814;0;;5,814;;00:00:00;00:00:00;0:00:00;0:00:00;;0:00:00;;0:00:00;0:00:00;0:00:00;0:00:00;;0:00:00;;;0;0;5,011;0;;5,011;;0;0;5,814;0;;5,814;;14/03/2018  01:00:00 
05/06/2018  02:00:00 ;;Pesque e Pague;;Variados peixes do Pesqueiro do Italiano;;6;;11;;5,011;0;0;3,926;;8,937;;5,814;0;0;4,461;;10,275;;0;0;0;0;;0;;0;0;0;4,461;;4,461;;00:00:00;00:00:00;0:00:00;0:00:00;;0:00:00;;0:00:00;0:00:00;0:00:00;0:00:00;;0:00:00;;;5,011;0;0;3,926;;8,937;;5,814;0;0;4,461;;10,275;;14/03/2018  01:30:00 
05/06/2018  03:00:00 ;;Provas e Torneios;;2ª Etapa do Circuito Brasil-Sul de Pesca ao robalo 2018;;5;;28;;3,926;3,926;3,926;0;;11,778;;4,461;4,461;4,461;0;;13,383;;0;0;0;0;;0;;0;0;4,461;0;;4,461;;00:00:00;00:00:00;0:00:00;0:00:00;;0:00:00;;0:00:00;0:00:00;0:00:00;0:00:00;;0:00:00;;;3,926;3,926;3,926;0;;11,778;;4,461;4,461;4,461;0;;13,383;;14/03/2018  02:00:00 
05/06/2018  03:30:00 ;;Na Pegada do Fly;;Trairões do rio Juruena no fly;;7;;8;;3,926;0;0;0;;3,926;;4,461;0;0;0;;4,461;;0;0;0;0;;0;;0;0;0;0;;0;;00:00:00;00:00:00;0:00:00;0:00:00;;0:00:00;;0:00:00;0:00:00;0:00:00;0:00:00;;0:00:00;;;3,926;0;0;0;;3,926;;4,461;0;0;0;;4,461;;14/03/2018  02:30:00 
05/06/2018  04:30:00 ;;A Arte do Atado;;Streamer Iriko para pescaria de robalo;;5;;4;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;14/03/2018  03:30:00 
05/06/2018  05:00:00 ;;Elas na Pesca;;Uma aventura pelo rio Sucunduri;;4;;2;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;14/03/2018  04:00:00 
05/06/2018  05:30:00 ;;Sabores;;Costelinha barbecue, moqueca de tilápia, batata na chapa, bolinho de batata;;2;;6;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;14/03/2018  05:00:00 
05/06/2018  06:00:00 ;;Fishing Guide;;Pescaria de tucunarés no rio Itapará;;2;;3;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;14/03/2018  05:30:00 
05/06/2018  06:30:00 ;;Fish TV News;;Campeonato Mineiro em Pesqueiros – Etapa Uni Pesca;;5;;8;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;14/03/2018  06:00:00 
05/06/2018  07:00:00 ;;Pura Pesca;;Uma variada pescaria em Paraty;;2;;18;;0;0;0;0;;0;;0;0;0;0;;0;;5,28;1,44;0;0;;6,72;;3,902;1,064;0;0;;4,966;;00:11:00;00:03:00;0:00:00;0:00:00;;0:14:00;;0:11:00;0:03:00;0:00:00;0:00:00;;0:14:00;;;0;0;0;0;;0;;0;0;0;0;;0;;14/03/2018  06:30:00 
05/06/2018  08:00:00 ;;Aqua Negócios;;Sistema AquaScience da Camanor;;3;;8;;0;0;;;;0;;0;0;;;;0;;0;0,278;;;;0,278;;0;0,258;;;;0,258;;00:00:00;00:01:00;;;;0:01:00;;0:00:00;0:01:00;;;;0:01:00;;;0;0;;;;0;;0;0;;;;0;;14/03/2018  07:00:00 
05/06/2018  08:30:00 ;;Momento da Pesca;;Grandes dourados do rio Paraná;;7;;11;;3,882;0;3,394;6,889;;14,165;;3,831;0;5,053;7,101;;15,985;;0,379;0;0;0;;0,379;;0,516;0;5,053;7,101;;12,67;;00:01:00;00:00:00;0:00:00;0:00:00;;0:01:00;;0:01:00;0:00:00;0:00:00;0:00:00;;0:01:00;;;3,882;0;3,394;6,889;;14,165;;3,831;0;5,053;7,101;;15,985;;14/03/2018  08:00:00 
05/06/2018  09:30:00 ;;Provas e Torneios;;2ª Etapa do Circuito Brasil-Sul de Pesca ao robalo 2018;;5;;28;;3,495;0;;;;3,495;;2,048;0;;;;2,048;;0;0,714;;;;0,714;;0;0,703;;;;0,703;;00:00:00;00:03:00;;;;0:03:00;;0:00:00;0:03:00;;;;0:03:00;;;3,495;0;;;;3,495;;2,048;0;;;;2,048;;14/03/2018  08:30:00 
05/06/2018  10:00:00 ;;A Meta;;Persistência;;2;;7;;3,794;3,794;0;6,05;;13,638;;3,367;3,367;0;7,077;;13,811;;0;0;0;0;;0;;0;0;0;7,077;;7,077;;00:00:00;00:00:00;0:00:00;0:00:00;;0:00:00;;0:00:00;0:00:00;0:00:00;0:00:00;;0:00:00;;;3,794;3,794;0;6,05;;13,638;;3,367;3,367;0;7,077;;13,811;;14/03/2018  09:30:00 
05/06/2018  11:00:00 ;;Sabores;;Costelinha barbecue, moqueca de tilápia, batata na chapa, bolinho de batata;;2;;6;;3,794;0;;;;3,794;;5,389;0;;;;5,389;;0;1,09;;;;1,09;;0;2,389;;;;2,389;;00:00:00;00:02:06;;;;0:02:06;;0:00:00;0:02:31;;;;0:02:31;;;3,794;0;;;;3,794;;5,389;0;;;;5,389;;14/03/2018  10:00:00 
05/06/2018  11:30:00 ;;Biopesca;;A ciência dos robalos de Cananéia;;6;;1;;8,357;10,96;;;;19,317;;8,201;11,54;;;;19,741;;1,347;3,31;;;;4,657;;1,425;3,633;;;;5,058;;00:02:54;00:15:00;;;;0:17:54;;0:03:08;0:15:00;;;;0:18:08;;;8,357;10,96;;;;19,317;;8,201;11,54;;;;19,741;;14/03/2018  10:30:00 
05/06/2018  12:00:00 ;;Coração de Pescador;;Reencontro com os tucunarés-açús amazônicos;;4;;17;;0;0;;;;0;;0;0;;;;0;;1,644;2,702;;;;4,346;;1,802;2,955;;;;4,757;;00:04:06;00:15:00;;;;0:19:06;;0:04:06;0:15:00;;;;0:19:06;;;0;0;;;;0;;0;0;;;;0;;14/03/2018  11:00:00 
05/06/2018  12:30:00 ;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 2;;5;;4;;0;0;;;;0;;0;0;;;;0;;2,702;0,36;;;;3,062;;2,955;0,394;;;;3,349;;00:15:00;00:02:00;;;;0:17:00;;0:15:00;0:02:00;;;;0:17:00;;;0;0;;;;0;;0;0;;;;0;;14/03/2018  12:00:00 
05/06/2018  13:00:00 ;;Pura Pesca;;Uma variada pescaria em Paraty;;2;;18;;0;0;0;0;;0;;0;0;0;0;;0;;0;0;4,85;4,45;;9,3;;0;0;0;0;;0;;00:00:00;00:00:00;0:07:33;0:07:11;;0:14:44;;0:00:00;0:00:00;0:06:21;0:06:11;;0:12:32;;;0;0;0;0;;0;;0;0;0;0;;0;;14/03/2018  12:30:00 
05/06/2018  14:00:00 ;;A Meta;;Persistência;;2;;7;;0;3,628;0;0;;3,628;;0;2,892;0;0;;2,892;;8,187;8,75;7,845;5,42;;30,202;;7,23;8,078;0;0;;15,308;;00:08:38;00:10:48;0:08:46;0:06:35;;0:34:47;;0:09:25;0:10:57;0:05:45;0:11:37;;0:37:44;;;0;3,628;0;0;;3,628;;0;2,892;0;0;;2,892;;14/03/2018  13:00:00 
05/06/2018  15:00:00 ;;Biopesca;;A ciência dos robalos de Cananéia;;6;;1;;4,391;2,999;;;;7,39;;3,41;3,818;;;;7,228;;5,954;3,121;;;;9,075;;27,62;14,58;;;;42,2;;00:05:53;00:03:48;;;;0:09:41;;0:10:14;0:06:22;;;;0:16:36;;;4,391;2,999;;;;7,39;;3,41;3,818;;;;7,228;;14/03/2018  13:30:00 
05/06/2018  15:30:00 ;;Saltwater;;Pescaria de robalos com jig head;;2;;3;;8,021;4,533;;;;12,554;;12,11;8,828;;;;20,938;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;8,021;4,533;;;;12,554;;12,11;8,828;;;;20,938;;14/03/2018  14:00:00 
05/06/2018  16:00:00 ;;Momento da Pesca;;Grandes dourados do rio Paraná;;7;;11;;8,021;8,205;8,205;3,672;;28,103;;12,11;11,1;11,1;2,273;;36,583;;0;1,556;3,2;4,823;;9,579;;0;1,607;11,1;2,273;;14,98;;00:00:00;00:06:00;0:15:00;0:04:04;;0:25:04;;0:00:00;0:06:00;0:15:00;0:04:59;;0:25:59;;;8,021;8,205;8,205;3,672;;28,103;;12,11;11,1;11,1;2,273;;36,583;;14/03/2018  14:30:00 
05/06/2018  17:00:00 ;;Campeonato Brasileiro em Pesqueiros;;A grande final – 1º parte;;1;;17;;12,86;4,496;4,533;3,281;;25,17;;10,94;8,092;4,568;2,375;;25,975;;1,912;0,777;0;4,183;;6,872;;2,582;0,858;4,568;2,375;;10,383;;00:04:34;00:01:29;0:00:00;0:09:11;;0:15:14;;0:05:16;0:01:26;0:00:00;0:07:09;;0:13:51;;;12,86;4,496;4,533;3,281;;25,17;;10,94;8,092;4,568;2,375;;25,975;;14/03/2018  15:00:00 
05/06/2018  18:00:00 ;;Aquarismo;;Conhecendo lojas de aquarismo em Miami;;5;;2;;0;0;;;;0;;0;0;;;;0;;3,222;6,888;;;;10,11;;2,809;6,324;;;;9,133;;00:15:00;00:10:14;;;;0:25:14;;0:15:00;0:10:06;;;;0:25:06;;;0;0;;;;0;;0;0;;;;0;;14/03/2018  16:00:00 
05/06/2018  18:30:00 ;;Ases da Pesca em Ação;;Aumentando a produtividade com iscas de meia-água;;5;;3;;5,111;5,602;;;;10,713;;5,092;6,636;;;;11,728;;5,178;6,122;;;;11,3;;4,697;5,079;;;;9,776;;00:04:11;00:09:23;;;;0:13:34;;0:03:56;0:08:10;;;;0:12:06;;;5,111;5,602;;;;10,713;;5,092;6,636;;;;11,728;;14/03/2018  17:00:00 
05/06/2018  19:00:00 ;;Saltwater;;Pescaria de robalos com jig head;;2;;3;;4,533;10,59;;;;15,123;;4,014;9,184;;;;13,198;;7,697;0;;;;7,697;;8,344;0;;;;8,344;;00:07:02;00:00:00;;;;0:07:02;;0:06:25;0:00:00;;;;0:06:25;;;4,533;10,59;;;;15,123;;4,014;9,184;;;;13,198;;14/03/2018  17:30:00 
05/06/2018  19:30:00 ;;Destinos;;Joice Tur e o Kayamã 5 estrelas;;4;;32;;0;11,35;;;;11,35;;0;10,69;;;;10,69;;0;0,989;;;;0,989;;0;0,927;;;;0,927;;00:00:00;00:02:00;;;;0:02:00;;0:00:00;0:02:00;;;;0:02:00;;;0;11,35;;;;11,35;;0;10,69;;;;10,69;;14/03/2018  18:00:00 
05/06/2018  20:00:00 ;;Elas na Pesca;;Uma aventura pelo rio Sucunduri;;4;;2;;18,26;12,16;;;;30,42;;18,13;12,82;;;;30,95;;0;3,937;;;;3,937;;0;3,991;;;;3,991;;00:00:00;00:05:31;;;;0:05:31;;0:00:00;0:05:01;;;;0:05:01;;;18,26;12,16;;;;30,42;;18,13;12,82;;;;30,95;;14/03/2018  18:30:00 
05/06/2018  20:30:00 ;;A Arte do Atado;;Besouro patagônico;;5;;5;;15,22;7,814;;;;23,034;;24,35;8,692;;;;33,042;;2,922;0;;;;2,922;;2,929;0;;;;2,929;;00:02:53;00:00:00;;;;0:02:53;;0:02:52;0:00:00;;;;0:02:52;;;15,22;7,814;;;;23,034;;24,35;8,692;;;;33,042;;14/03/2018  19:00:00 
05/06/2018  21:00:00 ;;Na Pegada do Fly;;Uma caçada as grandes traíras argentinas;;7;;9;;18,58;21,2;27,23;18,64;;85,65;;24,28;26,46;36,28;23,27;;110,29;;1,103;0,935;5,878;2,685;;10,601;;1,354;1,058;36,28;23,27;;61,962;;00:05:00;00:01:54;0:06:59;0:09:00;;0:22:53;;0:05:00;0:02:03;0:06:46;0:09:00;;0:22:49;;;18,58;21,2;27,23;18,64;;85,65;;24,28;26,46;36,28;23,27;;110,29;;14/03/2018  19:30:00 
05/06/2018  22:00:00 ;;Campeonato Brasileiro em Pesqueiros;;A grande final – 1º parte;;1;;17;;13,84;3,467;2,608;2,608;;22,523;;19,65;7,422;5,14;5,14;;37,352;;1,323;1,764;4,865;3,944;;11,896;;1,624;2,166;5,14;5,14;;14,07;;00:06:00;00:08:00;0:04:11;0:05:25;;0:23:36;;0:06:00;0:08:00;0:05:36;0:07:12;;0:26:48;;;13,84;3,467;2,608;2,608;;22,523;;19,65;7,422;5,14;5,14;;37,352;;14/03/2018  20:00:00 
05/06/2018  23:00:00 ;;Coração de Pescador;;Bargadas e Cacharas no rio Araguaia, em Goiás;;4;;22;;4,429;3,632;;;;8,061;;3,86;2,695;;;;6,555;;5,459;4,786;;;;10,245;;4,768;3,858;;;;8,626;;00:05:46;00:09:23;;;;0:15:09;;0:05:44;0:07:51;;;;0:13:35;;;4,429;3,632;;;;8,061;;3,86;2,695;;;;6,555;;14/03/2018  21:00:00 
05/06/2018  23:30:00 ;;Aquarismo;;Visitando a Mydor;;5;;1;;8,67;6,05;;;;14,72;;10,08;6,622;;;;16,702;;4,248;1,214;;;;5,462;;3,553;1,44;;;;4,993;;00:07:46;00:02:32;;;;0:10:18;;0:06:49;0:02:32;;;;0:09:21;;;8,67;6,05;;;;14,72;;10,08;6,622;;;;16,702;;14/03/2018  22:00:00 
06/06/2018  00:00:00 ;;Fishing Guide;;Pescaria de tucunarés no rio Itapará;;2;;3;;5,209;0;;;;5,209;;9,092;0;;;;9,092;;0,807;0;;;;0,807;;0,883;0;;;;0,883;;00:02:00;00:00:00;;;;0:02:00;;0:02:00;0:00:00;;;;0:02:00;;;5,209;0;;;;5,209;;9,092;0;;;;9,092;;14/03/2018  22:30:00 
06/06/2018  00:30:00 ;;Fish TV News;;Campeonato Mineiro em Pesqueiros – Etapa Uni Pesca;;5;;8;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;14/03/2018  23:00:00 
06/06/2018  01:00:00 ;;Pura Pesca;;Uma variada pescaria em Paraty;;2;;18;;0;0;0;0;;0;;0;0;0;0;;0;;0;4,173;0;0;;4,173;;0;3,906;0;0;;3,906;;00:00:00;00:07:00;0:00:00;0:00:00;;0:07:00;;0:00:00;0:07:00;0:00:00;0:00:00;;0:07:00;;;0;0;0;0;;0;;0;0;0;0;;0;;14/03/2018  23:30:00 
06/06/2018  02:00:00 ;;Aqua Negócios;;Sistema AquaScience da Camanor;;3;;8;;0;0;;;;0;;0;0;;;;0;;1,336;0;;;;1,336;;1,55;0;;;;1,55;;00:04:00;00:00:00;;;;0:04:00;;0:04:00;0:00:00;;;;0:04:00;;;0;0;;;;0;;0;0;;;;0;;15/03/2018  00:00:00 
06/06/2018  02:30:00 ;;Momento da Pesca;;Grandes dourados do rio Paraná;;7;;11;;0;0;0;0;;0;;0;0;0;0;;0;;0;1,309;3,926;3,926;;9,161;;0;1,487;0;0;;1,487;;00:00:00;00:05:00;0:15:00;0:15:00;;0:35:00;;0:00:00;0:05:00;0:15:00;0:15:00;;0:35:00;;;0;0;0;0;;0;;0;0;0;0;;0;;15/03/2018  00:30:00 
06/06/2018  03:30:00 ;;Provas e Torneios;;2ª Etapa do Circuito Brasil-Sul de Pesca ao robalo 2018;;5;;28;;0;0;;;;0;;0;0;;;;0;;3,926;0;;;;3,926;;4,461;0;;;;4,461;;00:15:00;00:00:00;;;;0:15:00;;0:15:00;0:00:00;;;;0:15:00;;;0;0;;;;0;;0;0;;;;0;;15/03/2018  01:00:00 
06/06/2018  04:00:00 ;;A Meta;;Persistência;;2;;7;;0;0;0;0;;0;;0;0;0;0;;0;;0;0;0;0;;0;;0;0;0;0;;0;;00:00:00;00:00:00;0:00:00;0:00:00;;0:00:00;;0:00:00;0:00:00;0:00:00;0:00:00;;0:00:00;;;0;0;0;0;;0;;0;0;0;0;;0;;15/03/2018  02:00:00 
06/06/2018  05:00:00 ;;Sabores;;Costelinha barbecue, moqueca de tilápia, batata na chapa, bolinho de batata;;2;;6;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;15/03/2018  02:30:00 
06/06/2018  05:30:00 ;;Biopesca;;A ciência dos robalos de Cananéia;;6;;1;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;15/03/2018  03:30:00 
06/06/2018  06:00:00 ;;Pesque e Pague;;Variados peixes do Pesqueiro do Italiano;;6;;11;;0;0;0;0;;0;;0;0;0;0;;0;;0;0;0;0;;0;;0;0;0;0;;0;;00:00:00;00:00:00;0:00:00;0:00:00;;0:00:00;;0:00:00;0:00:00;0:00:00;0:00:00;;0:00:00;;;0;0;0;0;;0;;0;0;0;0;;0;;15/03/2018  04:00:00 
06/06/2018  07:00:00 ;;Biopesca;;Pescaria variada com isca artificial;;5;;12;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;15/03/2018  04:30:00 
06/06/2018  07:30:00 ;;Aqua Negócios;;Sistema AquaScience da Camanor;;3;;8;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;15/03/2018  05:00:00 
06/06/2018  08:00:00 ;;Pura Pesca;;Uma variada pescaria em Paraty;;2;;18;;0;0;0;0;;0;;0;0;0;0;;0;;0;0;0,776;0;;0,776;;0;0;0;0;;0;;00:00:00;00:00:00;0:03:00;0:00:00;;0:03:00;;0:00:00;0:00:00;0:03:00;0:00:00;;0:03:00;;;0;0;0;0;;0;;0;0;0;0;;0;;15/03/2018  06:00:00 
06/06/2018  09:00:00 ;;Pasión Por La Pesca;;Dourados e surubins em Corrientes;;5;;3;;0;0;;;;0;;0;0;;;;0;;0,226;5,984;;;;6,21;;0,337;5,754;;;;6,091;;00:01:00;00:13:02;;;;0:14:02;;0:01:00;0:12:09;;;;0:13:09;;;0;0;;;;0;;0;0;;;;0;;15/03/2018  06:30:00 
06/06/2018  09:30:00 ;;FishTV Teste;;Linha PRO TSURI e vara PRO TSURI SENSEI;;4;;17;;0;0;;;;0;;0;0;;;;0;;0,699;0;;;;0,699;;0,41;0;;;;0,41;;00:03:00;00:00:00;;;;0:03:00;;0:03:00;0:00:00;;;;0:03:00;;;0;0;;;;0;;0;0;;;;0;;15/03/2018  07:00:00 
06/06/2018  10:00:00 ;;Na Pegada do Fly;;Uma caçada as grandes traíras argentinas;;7;;9;;0;0;3,654;0;;3,654;;0;0;3,767;0;;3,767;;1,771;0,759;0;1,613;;4,143;;1,571;0,673;3,767;0;;6,011;;00:07:00;00:03:00;0:00:00;0:04:00;;0:14:00;;0:07:00;0:03:00;0:00:00;0:04:00;;0:14:00;;;0;0;3,654;0;;3,654;;0;0;3,767;0;;3,767;;15/03/2018  07:30:00 
06/06/2018  11:00:00 ;;A Meta;;Persistência;;2;;7;;0;3,654;3,863;0;;7,517;;0;3,767;5,82;0;;9,587;;1,265;0;1,067;0,73;;3,062;;1,796;0;5,82;0;;7,616;;00:05:00;00:00:00;0:01:55;0:01:00;;0:07:55;;0:05:00;0:00:00;0:01:53;0:01:00;;0:07:53;;;0;3,654;3,863;0;;7,517;;0;3,767;5,82;0;;9,587;;15/03/2018  08:30:00 
06/06/2018  12:00:00 ;;Aquarismo;;Conhecendo lojas de aquarismo em Miami;;5;;2;;3,205;0;;;;3,205;;3,022;0;;;;3,022;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;3,205;0;;;;3,205;;3,022;0;;;;3,022;;15/03/2018  09:00:00 
